cid,firstlast,lastname,party,office,gender,first_elected,phone,website,congress_office,twitter_id,youtube_url,facebook_id,birthdate,state
N00033310,Brad Wenstrup,Wenstrup,R,OH02,M,2012,202-225-3164,http://wenstrup.house.gov,2419 Rayburn House Office Building,RepBradWenstrup,https://youtube.com/repbradwenstrup,RepBradWenstrup,6/17/58,OH
N00033904,Joyce Beatty,Beatty,D,OH03,F,2012,202-225-4324,http://beatty.house.gov,133 Cannon House Office Building,RepBeatty,,RepJoyceBeatty,3/12/50,OH
N00027894,Jim Jordan,Jordan,R,OH04,M,2006,202-225-2676,http://jordan.house.gov,2056 Rayburn House Office Building,Jim_Jordan,https://youtube.com/RepJimJordan,repjimjordan,2/17/64,OH
N00012233,Bob Latta,Latta,R,OH05,M,2007,202-225-6405,http://latta.house.gov,2448 Rayburn House Office Building,BobLatta,https://youtube.com/CongressmanBobLatta,boblatta,4/18/56,OH
N00032088,Bill Johnson,Johnson,R,OH06,M,2010,202-225-5705,http://billjohnson.house.gov,1710 Longworth House Office Building,RepBillJohnson,https://youtube.com/RepBillJohnson,RepBillJohnson,11/10/54,OH
N00048277,Max Miller,Miller,R,OH07,M,2022,,,,,,,,OH
N00038767,Warren Davidson,Davidson,R,OH08,M,2016,202-225-6205,https://davidson.house.gov,1004 Longworth House Office Building,WarrenDavidson,,CongressmanWarrenDavidson,3/1/70,OH
N00003522,Marcy Kaptur,Kaptur,D,OH09,F,1982,202-225-4146,https://kaptur.house.gov,2186 Rayburn House Office Building,RepMarcyKaptur,https://youtube.com/USRepMarcyKaptur,RepresentativeMarcyKaptur,6/17/46,OH
N00025175,Michael R Turner,Turner,R,OH10,M,2002,202-225-6465,https://turner.house.gov,2368 Rayburn House Office Building,RepMikeTurner,https://youtube.com/CongressmanTurner,RepMikeTurner,1/11/60,OH
N00047875,Shontel Brown,Brown,D,OH11,F,2021,,,,,,,,OH
N00042194,Troy Balderson,Balderson,R,OH12,M,2018,202-225-5355,https://balderson.house.gov/,1221 Longworth House Office Building,RepBalderson,,,1/16/62,OH
N00050165,Emilia Sykes,Sykes,D,OH13,F,2022,,,,,,,,OH
N00035007,David P Joyce,Joynce,R,OH14,M,2012,202-225-5731,https://joyce.house.gov,1124 Longworth House Office Building,RepDaveJoyce,https://youtube.com/repdavejoyce,RepDaveJoyce,3/17/57,OH
N00048568,Mike Carey,Carey,R,OH15,M,2021,,,,,,,,OH
N00003535,Sherrod Brown,Brown,D,OHS1,M,2006,202-224-2315,https://www.brown.senate.gov,713 Hart Senate Office Building,SenSherrodBrown,https://youtube.com/SherrodBrownOhio,SenatorSherrodBrown,11/9/52,OH
N00048832,J D Vance,Vance,R,OHS2,M,2022,,,,,,,,OH
N00050419,Nick LaLota,LaLota,R,NY01,M,2022,,,,,,,,NY
N00046030,Andrew Garbarino,Garbarino,R,NY02,M,2020,202225-7896,https://garbarino.house.gov/,"1516 Longworth House Office Building, Washington, DC 20515",@RepGarbarino,,RepAndrewGarbarino,9/27/84,NY
N00046427,George Santos,Santos,R,NY03,M,2022,,,,,,,,NY
N00050681,Anthony D'Esposito,D'Esposito,R,NY04,M,2022,,,,,,,,NY
N00001171,Gregory Meeks,Meeks,D,NY05,M,1998,202-225-3461,http://meeks.house.gov,2234 Rayburn House Office Building,GregoryMeeks,https://youtube.com/gwmeeks,gregorymeeksny05,9/25/53,NY
N00034547,Grace Meng,Meng,D,NY06,F,2012,202-225-2601,http://meng.house.gov,1317 Longworth House Office Building,RepGraceMeng,,repgracemeng,10/1/75,NY
N00001102,Nydia Velazquez,Velazquez,D,NY07,F,1992,202-225-2361,https://velazquez.house.gov,2302 Rayburn House Office Building,NydiaVelazquez,https://youtube.com/nydiavelazquez,8037068318,3/28/53,NY
N00033640,Hakeem Jeffries,Jeffries,D,NY08,M,2012,202-225-5936,http://jeffries.house.gov,1607 Longworth House Office Building,RepJeffries,,RepHakeemJeffries,8/4/70,NY
N00026961,Yvette Clarke,Clarke,D,NY09,F,2006,202-225-6231,https://clarke.house.gov,2058 Rayburn House Office Building,RepYvetteClarke,https://youtube.com/repyvetteclarke,repyvettedclarke,11/21/64,NY
N00051424,Dan Goldman,Goldman,D,NY10,M,2022,,,,,,,,NY
N00044040,Nicole Malliotakis,Malliotakis,R,NY11,F,2020,202225-3371,https://malliotakis.house.gov/,"417 Cannon House Office Building, Washington, DC 20515",@RepMalliotakis,,,11/11/80,NY
N00000939,Jerrold Nadler,Nadler,D,NY12,M,1992,202-225-5635,http://nadler.house.gov,2109 Rayburn House Office Building,RepJerryNadler,https://youtube.com/congressmannadler,CongressmanNadler,6/13/47,NY
N00034549,Adriano Espaillat,Espaillat,D,NY13,M,2016,202-225-4365,https://espaillat.house.gov,1630 Longworth House Office Building,RepEspaillat,,RepEspaillat,9/27/54,NY
N00041162,Alexandria Ocasio-Cortez,Ocasio-Cortez,D,NY14,F,2018,202-225-3965,https://ocasio-cortez.house.gov/,229 Cannon House Office Building,,,,10/13/89,NY
N00044346,Ritchie Torres,Torres,D,NY15,M,2020,202225-4361,https://ritchietorres.house.gov/,"317 Cannon House Office Building Washington, DC  20515",@RepRitchie,,,3/12/88,NY
N00044790,Jamaal Bowman,Bowman,D,NY16,M,2020,202225-2464,https://bowman.house.gov/,"1605 Longworth House Office Building Washington, DC 20515",@RepBowman,,,4/1/76,NY
N00051208,Mike Lawler,Lawler,R,NY17,M,2022,,,,,,,,NY
N00041165,Pat Ryan,Ryan,D,NY18,M,2022,,,,,,,,NY
N00049147,Marc Molinaro,Molinaro,R,NY19,M,2022,,,,,,,,NY
N00030196,Paul Tonko,Tonko,D,NY20,M,2008,202-225-5076,https://tonko.house.gov,2463 Rayburn House Office Building,RepPaulTonko,https://youtube.com/reppaultonko,reppaultonko,6/18/49,NY
N00035523,Elise Stefanik,Stefanik,R,NY21,F,2014,202-225-4611,https://stefanik.house.gov,318 Cannon House Office Building,RepStefanik,,RepEliseStefanik,7/2/84,NY
N00050433,Brandon Williams,Williams,R,NY22,M,2022,,,,,,,,NY
N00051431,Nick Langworthy,Langworthy,R,NY23,M,2022,,,,,,,,NY
N00036351,Claudia Tenney,Tenney,R,NY24,F,2020,202-225-3665,https://tenney.house.gov,512 Cannon House Office Building,RepTenney,,RepClaudiaTenney,2/4/61,NY
N00043207,Joseph D Morelle,Morelle,D,NY25,M,2018,202-225-3615,https://morelle.house.gov,1317 Longworth House Office Building,repjoemorelle,,,4/29/57,NY
N00027060,Brian Higgins,Higgins,D,NY26,M,2004,202-225-3306,http://higgins.house.gov,2459 Rayburn House Office Building,RepBrianHiggins,https://youtube.com/CongressmanHiggins,RepBrianHiggins,10/6/59,NY
N00027658,Kirsten Gillibrand,Gillibrand,D,NYS1,F,2009,202-224-4451,https://www.gillibrand.senate.gov,478 Russell Senate Office Building,SenGillibrand,https://youtube.com/KirstenEGillibrand,KirstenGillibrand,12/9/66,NY
N00001093,Charles E Schumer,Schumer,D,NYS2,M,1998,202-224-6542,https://www.schumer.senate.gov,322 Hart Senate Office Building,SenSchumer,https://youtube.com/SenatorSchumer,senschumer,11/23/50,NY
N00040829,Kevin Hern,Hern,R,OK01,M,2018,202-225-2211,https://hern.house.gov,1019 Longworth House Office Building,repkevinhern,,,12/4/61,OK
N00051106,Josh Brecheen,Brecheen,R,OK02,M,2022,,,,,,,,OK
N00005559,Frank D Lucas,Lucas,R,OK03,M,1994,202-225-5565,http://lucas.house.gov,2405 Rayburn House Office Building,RepFrankLucas,https://youtube.com/RepFrankLucas,7872057395,1/6/60,OK
N00025726,Tom Cole,Cole,R,OK04,M,2002,202-225-6165,https://cole.house.gov,2467 Rayburn House Office Building,TomColeOK04,https://youtube.com/reptomcole,TomColeOK04,4/28/49,OK
N00044579,Stephanie Bice,Bice,R,OK05,F,2020,202225-2132,https://bice.house.gov/,"1223 Longworth House Office Building, Washington, DC 20515",@RepBice,,RepStephanieBice,11/11/73,OK
N00031129,James Lankford,Lankford,R,OKS1,M,2014,202-224-5754,https://www.lankford.senate.gov,316 Hart Senate Office Building,SenatorLankford,https://youtube.com/SenatorLankford,SenatorLankford,3/4/68,OK
N00033410,Markwayne Mullin,Mullin,R,OKS2,M,2022,202-225-2701,https://mullin.house.gov,1113 Longworth House Office Building,RepMullin,,RepMullin,7/26/77,OK
N00035616,Ryan Zinke,Zinke,R,MT01,M,2022,202-225-3211,https://zinke.house.gov,113 Cannon House Office Building,RepRyanZinke,,CongressmanRyanZinke,11/1/61,MT
N00035517,Matt Rosendale,Rosendale,R,MT02,M,2020,202225-3211,https://rosendale.house.gov/,"1037 Longworth HOB Washington, DC 20515",@RepRosendale,,,7/7/60,MT
N00027605,Jon Tester,Tester,D,MTS1,M,2006,202-224-2644,https://www.tester.senate.gov,311 Hart Senate Office Building,SenatorTester,https://youtube.com/senatorjontester,senatortester,8/21/56,MT
N00033054,Steven Daines,Daines,R,MTS2,M,2014,202-224-2651,https://www.daines.senate.gov,320 Hart Senate Office Building,SteveDaines,https://youtube.com/SteveDainesMT,SteveDainesMT,8/20/62,MT
