industry_code,industry_name,indivs,pacs,total,last_updated,cycle,cid
Q02,Democratic/Liberal,20966,20000,40966,03/20/2023,2022,N00051049
Q03,Leadership PACs,0,35400,35400,03/20/2023,2022,N00051049
K01,Lawyers/Law Firms,27116,5000,32116,03/20/2023,2022,N00051049
W03,Civil Servants/Public Officials,28423,0,28423,03/20/2023,2022,N00051049
K02,Lobbyists,24350,0,24350,03/20/2023,2022,N00051049
M05,Sea Transport,21300,0,21300,03/20/2023,2022,N00051049
P04,Public Sector Unions,0,21000,21000,03/20/2023,2022,N00051049
P01,Building Trade Unions,0,20000,20000,03/20/2023,2022,N00051049
K01,Lawyers/Law Firms,44700,30250,74950,03/20/2023,2022,N00041702
F10,Real Estate,43550,19500,63050,03/20/2023,2022,N00041702
H01,Health Professionals,48518,4000,52518,03/20/2023,2022,N00041702
P04,Public Sector Unions,700,39000,39700,03/20/2023,2022,N00041702
K02,Lobbyists,39200,0,39200,03/20/2023,2022,N00041702
H03,Health Services/HMOs,12125,26000,38125,03/20/2023,2022,N00041702
F07,Securities & Investment,35150,1000,36150,03/20/2023,2022,N00041702
P03,Transportation Unions,0,36000,36000,03/20/2023,2022,N00041702
P01,Building Trade Unions,0,36000,36000,03/20/2023,2022,N00041702
P02,Industrial Unions,0,32500,32500,03/20/2023,2022,N00041702
N07,Casinos/Gambling,148300,0,148300,03/20/2023,2022,N00025284
P04,Public Sector Unions,0,39000,39000,03/20/2023,2022,N00025284
W06,Retired,26958,0,26958,03/20/2023,2022,N00025284
Q02,Democratic/Liberal,17625,5000,22625,03/20/2023,2022,N00025284
K01,Lawyers/Law Firms,7990,12500,20490,03/20/2023,2022,N00025284
P01,Building Trade Unions,0,20000,20000,03/20/2023,2022,N00025284
Q03,Leadership PACs,0,17400,17400,03/20/2023,2022,N00025284
P02,Industrial Unions,0,17000,17000,03/20/2023,2022,N00025284
P05,Misc Unions,0,16000,16000,03/20/2023,2022,N00025284
F10,Real Estate,7180,8000,15180,03/20/2023,2022,N00025284
F10,Real Estate,40800,56000,96800,03/20/2023,2022,N00042237
Q03,Leadership PACs,0,75500,75500,03/20/2023,2022,N00042237
E01,Oil & Gas,31700,37500,69200,03/20/2023,2022,N00042237
F09,Insurance,500,65000,65500,03/20/2023,2022,N00042237
F07,Securities & Investment,36900,16000,52900,03/20/2023,2022,N00042237
A01,Crop Production & Basic Processing,10000,29500,39500,03/20/2023,2022,N00042237
M02,Automotive,13800,21000,34800,03/20/2023,2022,N00042237
H01,Health Professionals,4500,27000,31500,03/20/2023,2022,N00042237
N03,Retail Sales,10800,19000,29800,03/20/2023,2022,N00042237
K01,Lawyers/Law Firms,26450,1500,27950,03/20/2023,2022,N00042237
F09,Insurance,40130,70000,110130,03/20/2023,2022,N00031226
M06,Misc Transport,66650,11500,78150,03/20/2023,2022,N00031226
W06,Retired,67450,0,67450,03/20/2023,2022,N00031226
H01,Health Professionals,6290,49500,55790,03/20/2023,2022,N00031226
H04,Pharmaceuticals/Health Products,550,53500,54050,03/20/2023,2022,N00031226
F10,Real Estate,15900,36500,52400,03/20/2023,2022,N00031226
Q03,Leadership PACs,0,51434,51434,03/20/2023,2022,N00031226
N15,Misc Manufacturing & Distributing,35250,14500,49750,03/20/2023,2022,N00031226
F07,Securities & Investment,21810,18500,40310,03/20/2023,2022,N00031226
F11,Accountants,13600,26500,40100,03/20/2023,2022,N00031226
W06,Retired,28675301,0,28675301,03/20/2023,2022,N00009975
F10,Real Estate,2883157,48500,2931657,03/20/2023,2022,N00009975
Q01,Republican/Conservative,2840897,63200,2904097,03/20/2023,2022,N00009975
H01,Health Professionals,2066606,42000,2108606,03/20/2023,2022,N00009975
K01,Lawyers/Law Firms,1969141,118500,2087641,03/20/2023,2022,N00009975
F07,Securities & Investment,1851145,53000,1904145,03/20/2023,2022,N00009975
C01,General Contractors,739350,27500,766850,03/20/2023,2022,N00009975
F09,Insurance,646628,115300,761928,03/20/2023,2022,N00009975
W04,Education,748853,0,748853,03/20/2023,2022,N00009975
N05,Business Services,727726,12000,739726,03/20/2023,2022,N00009975
Q03,Leadership PACs,0,633300,633300,03/20/2023,2022,N00003280
F07,Securities & Investment,462747,36000,498747,03/20/2023,2022,N00003280
K01,Lawyers/Law Firms,244255,121250,365505,03/20/2023,2022,N00003280
K02,Lobbyists,355080,9500,364580,03/20/2023,2022,N00003280
H01,Health Professionals,255947,70500,326447,03/20/2023,2022,N00003280
W06,Retired,300906,0,300906,03/20/2023,2022,N00003280
E01,Oil & Gas,174732,124200,298932,03/20/2023,2022,N00003280
F10,Real Estate,256104,38500,294604,03/20/2023,2022,N00003280
B09,Telecom Services,110510,113700,224210,03/20/2023,2022,N00003280
F09,Insurance,86454,121500,207954,03/20/2023,2022,N00003280
Q03,Leadership PACs,567,344650,345217,03/20/2023,2022,N00029441
F07,Securities & Investment,175496,21000,196496,03/20/2023,2022,N00029441
W06,Retired,178432,0,178432,03/20/2023,2022,N00029441
E08,Electric Utilities,6145,133250,139395,03/20/2023,2022,N00029441
E01,Oil & Gas,53032,84000,137032,03/20/2023,2022,N00029441
Q05,Pro-Israel,111627,22000,133627,03/20/2023,2022,N00029441
F10,Real Estate,96532,15800,112332,03/20/2023,2022,N00029441
B12,Electronics Mfg & Equip,20991,65000,85991,03/20/2023,2022,N00029441
Q01,Republican/Conservative,79928,5600,85528,03/20/2023,2022,N00029441
M01,Air Transport,26674,54500,81174,03/20/2023,2022,N00029441
W06,Retired,278488,0,278488,03/20/2023,2022,N00048900
Q03,Leadership PACs,0,231500,231500,03/20/2023,2022,N00048900
F10,Real Estate,137422,10000,147422,03/20/2023,2022,N00048900
F07,Securities & Investment,120317,0,120317,03/20/2023,2022,N00048900
Q01,Republican/Conservative,74402,29869,104271,03/20/2023,2022,N00048900
H01,Health Professionals,28614,33000,61614,03/20/2023,2022,N00048900
Q16,Candidate Committees,0,33000,33000,03/20/2023,2022,N00048900
M02,Automotive,21081,10000,31081,03/20/2023,2022,N00048900
N01,Food & Beverage,11235,19500,30735,03/20/2023,2022,N00048900
E01,Oil & Gas,20708,9500,30208,03/20/2023,2022,N00048900
F07,Securities & Investment,307242,192900,500142,03/20/2023,2022,N00031233
F09,Insurance,35453,261500,296953,03/20/2023,2022,N00031233
W06,Retired,275361,0,275361,03/20/2023,2022,N00031233
F10,Real Estate,153523,101500,255023,03/20/2023,2022,N00031233
F03,Commercial Banks,43490,164500,207990,03/20/2023,2022,N00031233
Q03,Leadership PACs,0,125200,125200,03/20/2023,2022,N00031233
H01,Health Professionals,61531,52000,113531,03/20/2023,2022,N00031233
K01,Lawyers/Law Firms,74122,16000,90122,03/20/2023,2022,N00031233
F13,Misc Finance,32205,55800,88005,03/20/2023,2022,N00031233
F06,Finance/Credit Companies,21505,55500,77005,03/20/2023,2022,N00031233
W06,Retired,83008,0,83008,03/20/2023,2022,N00007781
K02,Lobbyists,60825,0,60825,03/20/2023,2022,N00007781
Q02,Democratic/Liberal,59400,0,59400,03/20/2023,2022,N00007781
F07,Securities & Investment,24812,0,24812,03/20/2023,2022,N00007781
K01,Lawyers/Law Firms,20650,0,20650,03/20/2023,2022,N00007781
C01,General Contractors,17860,0,17860,03/20/2023,2022,N00007781
W03,Civil Servants/Public Officials,17593,0,17593,03/20/2023,2022,N00007781
N07,Casinos/Gambling,15550,0,15550,03/20/2023,2022,N00007781
Q03,Leadership PACs,14185,-500,13685,03/20/2023,2022,N00007781
M04,Railroads,10125,2500,12625,03/20/2023,2022,N00007781
H01,Health Professionals,69450,265500,334950,03/20/2023,2022,N00031227
H04,Pharmaceuticals/Health Products,12300,211000,223300,03/20/2023,2022,N00031227
H03,Health Services/HMOs,22450,62000,84450,03/20/2023,2022,N00031227
K02,Lobbyists,49294,1500,50794,03/20/2023,2022,N00031227
Q03,Leadership PACs,0,44834,44834,03/20/2023,2022,N00031227
H02,Hospitals/Nursing Homes,4400,30500,34900,03/20/2023,2022,N00031227
B09,Telecom Services,0,34000,34000,03/20/2023,2022,N00031227
E01,Oil & Gas,2900,31000,33900,03/20/2023,2022,N00031227
F09,Insurance,4250,28500,32750,03/20/2023,2022,N00031227
E08,Electric Utilities,0,30000,30000,03/20/2023,2022,N00031227
W06,Retired,270547,0,270547,03/20/2023,2022,N00038565
K01,Lawyers/Law Firms,135865,12000,147865,03/20/2023,2022,N00038565
W04,Education,86036,0,86036,03/20/2023,2022,N00038565
F10,Real Estate,64486,18000,82486,03/20/2023,2022,N00038565
H01,Health Professionals,55897,17250,73147,03/20/2023,2022,N00038565
F07,Securities & Investment,42960,11500,54460,03/20/2023,2022,N00038565
F09,Insurance,7855,40000,47855,03/20/2023,2022,N00038565
P01,Building Trade Unions,0,47500,47500,03/20/2023,2022,N00038565
H04,Pharmaceuticals/Health Products,2950,42500,45450,03/20/2023,2022,N00038565
B12,Electronics Mfg & Equip,31175,7000,38175,03/20/2023,2022,N00038565
F10,Real Estate,141646,46000,187646,03/20/2023,2022,N00006460
W06,Retired,172157,0,172157,03/20/2023,2022,N00006460
F07,Securities & Investment,119327,6500,125827,03/20/2023,2022,N00006460
Q01,Republican/Conservative,78558,26248,104806,03/20/2023,2022,N00006460
Q03,Leadership PACs,0,76800,76800,03/20/2023,2022,N00006460
H01,Health Professionals,27000,36500,63500,03/20/2023,2022,N00006460
F09,Insurance,35150,23000,58150,03/20/2023,2022,N00006460
Q05,Pro-Israel,35114,14500,49614,03/20/2023,2022,N00006460
C02,Home Builders,25750,20000,45750,03/20/2023,2022,N00006460
N07,Casinos/Gambling,36424,0,36424,03/20/2023,2022,N00006460
Q03,Leadership PACs,48500,386940,435440,03/20/2023,2022,N00033395
F07,Securities & Investment,258268,71250,329518,03/20/2023,2022,N00033395
H01,Health Professionals,195085,108000,303085,03/20/2023,2022,N00033395
W06,Retired,291606,0,291606,03/20/2023,2022,N00033395
Q02,Democratic/Liberal,198896,41000,239896,03/20/2023,2022,N00033395
K01,Lawyers/Law Firms,185005,42000,227005,03/20/2023,2022,N00033395
F10,Real Estate,128113,89000,217113,03/20/2023,2022,N00033395
F09,Insurance,19806,177500,197306,03/20/2023,2022,N00033395
Q16,Candidate Committees,2000,117377,119377,03/20/2023,2022,N00033395
N07,Casinos/Gambling,111200,7000,118200,03/20/2023,2022,N00033395
W06,Retired,102060,0,102060,03/20/2023,2022,N00038767
F07,Securities & Investment,34050,29500,63550,03/20/2023,2022,N00038767
F09,Insurance,14670,43000,57670,03/20/2023,2022,N00038767
F10,Real Estate,15200,40500,55700,03/20/2023,2022,N00038767
Q03,Leadership PACs,0,53400,53400,03/20/2023,2022,N00038767
F03,Commercial Banks,5800,41500,47300,03/20/2023,2022,N00038767
Q01,Republican/Conservative,21305,12000,33305,03/20/2023,2022,N00038767
N15,Misc Manufacturing & Distributing,30650,1500,32150,03/20/2023,2022,N00038767
F11,Accountants,4800,23500,28300,03/20/2023,2022,N00038767
K01,Lawyers/Law Firms,11200,10500,21700,03/20/2023,2022,N00038767
F09,Insurance,18550,200900,219450,03/20/2023,2022,N00000575
F10,Real Estate,29850,61000,90850,03/20/2023,2022,N00000575
H01,Health Professionals,8225,80650,88875,03/20/2023,2022,N00000575
F07,Securities & Investment,17240,71000,88240,03/20/2023,2022,N00000575
P04,Public Sector Unions,0,58000,58000,03/20/2023,2022,N00000575
K02,Lobbyists,53150,1500,54650,03/20/2023,2022,N00000575
K01,Lawyers/Law Firms,16250,32547,48797,03/20/2023,2022,N00000575
Q03,Leadership PACs,0,43500,43500,03/20/2023,2022,N00000575
N15,Misc Manufacturing & Distributing,1500,41300,42800,03/20/2023,2022,N00000575
M01,Air Transport,3000,38000,41000,03/20/2023,2022,N00000575
W06,Retired,2910899,0,2910899,03/20/2023,2022,N00027860
Q08,Women's Issues,740894,33000,773894,03/20/2023,2022,N00027860
Q02,Democratic/Liberal,688570,13000,701570,03/20/2023,2022,N00027860
K01,Lawyers/Law Firms,625656,51300,676956,03/20/2023,2022,N00027860
W04,Education,417004,1000,418004,03/20/2023,2022,N00027860
F07,Securities & Investment,354438,45500,399938,03/20/2023,2022,N00027860
Q03,Leadership PACs,0,392600,392600,03/20/2023,2022,N00027860
Q09,Human Rights,339175,18054,357229,03/20/2023,2022,N00027860
H01,Health Professionals,221627,107000,328627,03/20/2023,2022,N00027860
Q05,Pro-Israel,219537,22000,241537,03/20/2023,2022,N00027860
W06,Retired,481257,0,481257,03/20/2023,2022,N00046252
Q01,Republican/Conservative,295818,2000,297818,03/20/2023,2022,N00046252
F10,Real Estate,143123,0,143123,03/20/2023,2022,N00046252
F07,Securities & Investment,114052,0,114052,03/20/2023,2022,N00046252
H01,Health Professionals,48420,0,48420,03/20/2023,2022,N00046252
W02,Non-Profit Institutions,41496,0,41496,03/20/2023,2022,N00046252
A01,Crop Production & Basic Processing,35130,0,35130,03/20/2023,2022,N00046252
N05,Business Services,28035,0,28035,03/20/2023,2022,N00046252
M02,Automotive,21452,0,21452,03/20/2023,2022,N00046252
F09,Insurance,21378,0,21378,03/20/2023,2022,N00046252
W06,Retired,99460,0,99460,03/20/2023,2022,N00045773
A01,Crop Production & Basic Processing,46000,29500,75500,03/20/2023,2022,N00045773
A10,Forestry & Forest Products,54100,16100,70200,03/20/2023,2022,N00045773
A06,Livestock,59230,10000,69230,03/20/2023,2022,N00045773
Q03,Leadership PACs,0,44500,44500,03/20/2023,2022,N00045773
N07,Casinos/Gambling,41700,0,41700,03/20/2023,2022,N00045773
Q01,Republican/Conservative,28242,9000,37242,03/20/2023,2022,N00045773
E01,Oil & Gas,4000,21500,25500,03/20/2023,2022,N00045773
E08,Electric Utilities,500,23000,23500,03/20/2023,2022,N00045773
F10,Real Estate,13400,10000,23400,03/20/2023,2022,N00045773
P04,Public Sector Unions,0,39500,39500,03/20/2023,2022,N00027848
P03,Transportation Unions,0,38500,38500,03/20/2023,2022,N00027848
P01,Building Trade Unions,0,35000,35000,03/20/2023,2022,N00027848
P02,Industrial Unions,0,32000,32000,03/20/2023,2022,N00027848
B09,Telecom Services,0,27500,27500,03/20/2023,2022,N00027848
K01,Lawyers/Law Firms,3358,23750,27108,03/20/2023,2022,N00027848
A01,Crop Production & Basic Processing,0,20000,20000,03/20/2023,2022,N00027848
P05,Misc Unions,0,17500,17500,03/20/2023,2022,N00027848
H04,Pharmaceuticals/Health Products,0,17000,17000,03/20/2023,2022,N00027848
B02,TV/Movies/Music,510,16000,16510,03/20/2023,2022,N00027848
A01,Crop Production & Basic Processing,148396,252149,400545,03/20/2023,2022,N00029736
A07,Agricultural Services/Products,22550,228084,250634,03/20/2023,2022,N00029736
W06,Retired,81014,0,81014,03/20/2023,2022,N00029736
A04,Dairy,22610,53000,75610,03/20/2023,2022,N00029736
F07,Securities & Investment,45900,21000,66900,03/20/2023,2022,N00029736
A10,Forestry & Forest Products,14500,52000,66500,03/20/2023,2022,N00029736
A06,Livestock,28850,37400,66250,03/20/2023,2022,N00029736
E01,Oil & Gas,28275,37000,65275,03/20/2023,2022,N00029736
Q03,Leadership PACs,0,63124,63124,03/20/2023,2022,N00029736
K02,Lobbyists,51000,5750,56750,03/20/2023,2022,N00029736
H04,Pharmaceuticals/Health Products,19825,82500,102325,03/20/2023,2022,N00036158
W06,Retired,48587,0,48587,03/20/2023,2022,N00036158
P01,Building Trade Unions,0,42000,42000,03/20/2023,2022,N00036158
P04,Public Sector Unions,5,41500,41505,03/20/2023,2022,N00036158
K01,Lawyers/Law Firms,25724,12350,38074,03/20/2023,2022,N00036158
P03,Transportation Unions,0,37000,37000,03/20/2023,2022,N00036158
H01,Health Professionals,17405,18200,35605,03/20/2023,2022,N00036158
P02,Industrial Unions,0,35000,35000,03/20/2023,2022,N00036158
F10,Real Estate,17775,14500,32275,03/20/2023,2022,N00036158
W04,Education,31050,0,31050,03/20/2023,2022,N00036158
F09,Insurance,5165,72750,77915,03/20/2023,2022,N00035451
F03,Commercial Banks,7925,63500,71425,03/20/2023,2022,N00035451
P04,Public Sector Unions,0,49500,49500,03/20/2023,2022,N00035451
F07,Securities & Investment,24600,23500,48100,03/20/2023,2022,N00035451
P02,Industrial Unions,0,45500,45500,03/20/2023,2022,N00035451
F10,Real Estate,18000,21500,39500,03/20/2023,2022,N00035451
P01,Building Trade Unions,0,37500,37500,03/20/2023,2022,N00035451
F06,Finance/Credit Companies,1000,32500,33500,03/20/2023,2022,N00035451
K01,Lawyers/Law Firms,11850,15500,27350,03/20/2023,2022,N00035451
H01,Health Professionals,5300,22000,27300,03/20/2023,2022,N00035451
W06,Retired,779728,0,779728,03/20/2023,2022,N00042626
F07,Securities & Investment,387534,23900,411434,03/20/2023,2022,N00042626
Q02,Democratic/Liberal,291115,104400,395515,03/20/2023,2022,N00042626
Q03,Leadership PACs,51980,309445,361425,03/20/2023,2022,N00042626
K01,Lawyers/Law Firms,311337,33000,344337,03/20/2023,2022,N00042626
N07,Casinos/Gambling,276685,7500,284185,03/20/2023,2022,N00042626
Q08,Women's Issues,211675,31500,243175,03/20/2023,2022,N00042626
F10,Real Estate,151727,43500,195227,03/20/2023,2022,N00042626
W04,Education,169403,0,169403,03/20/2023,2022,N00042626
H01,Health Professionals,136502,30000,166502,03/20/2023,2022,N00042626
W06,Retired,6654099,0,6654099,03/20/2023,2022,N00035492
F07,Securities & Investment,1677136,276350,1953486,03/20/2023,2022,N00035492
Q01,Republican/Conservative,1804616,62400,1867016,03/20/2023,2022,N00035492
F10,Real Estate,1543772,113500,1657272,03/20/2023,2022,N00035492
H01,Health Professionals,659580,137900,797480,03/20/2023,2022,N00035492
K01,Lawyers/Law Firms,652679,141400,794079,03/20/2023,2022,N00035492
F09,Insurance,385335,396100,781435,03/20/2023,2022,N00035492
K02,Lobbyists,632033,6000,638033,03/20/2023,2022,N00035492
F03,Commercial Banks,377560,245500,623060,03/20/2023,2022,N00035492
H04,Pharmaceuticals/Health Products,285040,324623,609663,03/20/2023,2022,N00035492
H01,Health Professionals,45800,250000,295800,03/20/2023,2022,N00030717
W06,Retired,120990,0,120990,03/20/2023,2022,N00030717
H04,Pharmaceuticals/Health Products,4700,85000,89700,03/20/2023,2022,N00030717
Q02,Democratic/Liberal,49475,18500,67975,03/20/2023,2022,N00030717
F07,Securities & Investment,44850,12500,57350,03/20/2023,2022,N00030717
K01,Lawyers/Law Firms,28400,22750,51150,03/20/2023,2022,N00030717
F10,Real Estate,28860,18000,46860,03/20/2023,2022,N00030717
Q05,Pro-Israel,30550,10400,40950,03/20/2023,2022,N00030717
H03,Health Services/HMOs,1525,35500,37025,03/20/2023,2022,N00030717
F09,Insurance,0,37000,37000,03/20/2023,2022,N00030717
Q03,Leadership PACs,0,114000,114000,03/20/2023,2022,N00031390
W06,Retired,70762,0,70762,03/20/2023,2022,N00031390
F07,Securities & Investment,50235,2000,52235,03/20/2023,2022,N00031390
Q16,Candidate Committees,0,37500,37500,03/20/2023,2022,N00031390
F10,Real Estate,26046,2500,28546,03/20/2023,2022,N00031390
C05,Building Materials & Equipment,20700,1000,21700,03/20/2023,2022,N00031390
A01,Crop Production & Basic Processing,3950,16000,19950,03/20/2023,2022,N00031390
W02,Non-Profit Institutions,16921,0,16921,03/20/2023,2022,N00031390
K01,Lawyers/Law Firms,14050,2000,16050,03/20/2023,2022,N00031390
B02,TV/Movies/Music,13000,2500,15500,03/20/2023,2022,N00031390
H04,Pharmaceuticals/Health Products,148340,251200,399540,03/20/2023,2022,N00033591
Q02,Democratic/Liberal,133355,14000,147355,03/20/2023,2022,N00033591
F07,Securities & Investment,115100,31000,146100,03/20/2023,2022,N00033591
K01,Lawyers/Law Firms,86769,29250,116019,03/20/2023,2022,N00033591
W06,Retired,105373,0,105373,03/20/2023,2022,N00033591
F10,Real Estate,58025,38500,96525,03/20/2023,2022,N00033591
H03,Health Services/HMOs,1850,91500,93350,03/20/2023,2022,N00033591
E08,Electric Utilities,12750,68500,81250,03/20/2023,2022,N00033591
H01,Health Professionals,21920,50000,71920,03/20/2023,2022,N00033591
B12,Electronics Mfg & Equip,28550,38370,66920,03/20/2023,2022,N00033591
W06,Retired,81631,0,81631,03/20/2023,2022,N00046654
Q01,Republican/Conservative,56155,13500,69655,03/20/2023,2022,N00046654
Q03,Leadership PACs,0,38500,38500,03/20/2023,2022,N00046654
F10,Real Estate,22200,8000,30200,03/20/2023,2022,N00046654
M02,Automotive,12500,10000,22500,03/20/2023,2022,N00046654
Q13,Gun Rights,14600,4500,19100,03/20/2023,2022,N00046654
F07,Securities & Investment,18700,0,18700,03/20/2023,2022,N00046654
A05,Poultry & Eggs,14750,2500,17250,03/20/2023,2022,N00046654
Q09,Human Rights,3771,10000,13771,03/20/2023,2022,N00046654
W03,Civil Servants/Public Officials,12947,0,12947,03/20/2023,2022,N00046654
H01,Health Professionals,24923,96500,121423,03/20/2023,2022,N00000615
W06,Retired,108610,0,108610,03/20/2023,2022,N00000615
K02,Lobbyists,106211,1000,107211,03/20/2023,2022,N00000615
K01,Lawyers/Law Firms,45645,57150,102795,03/20/2023,2022,N00000615
F10,Real Estate,76975,23500,100475,03/20/2023,2022,N00000615
D01,Defense Aerospace,65480,16000,81480,03/20/2023,2022,N00000615
P03,Transportation Unions,0,75000,75000,03/20/2023,2022,N00000615
P04,Public Sector Unions,0,70500,70500,03/20/2023,2022,N00000615
W02,Non-Profit Institutions,44420,22500,66920,03/20/2023,2022,N00000615
W04,Education,66637,0,66637,03/20/2023,2022,N00000615
K01,Lawyers/Law Firms,775605,77095,852700,03/20/2023,2022,N00027533
W06,Retired,698521,0,698521,03/20/2023,2022,N00027533
F07,Securities & Investment,472385,9000,481385,03/20/2023,2022,N00027533
Q03,Leadership PACs,0,375270,375270,03/20/2023,2022,N00027533
F10,Real Estate,272473,18400,290873,03/20/2023,2022,N00027533
K02,Lobbyists,244137,5070,249207,03/20/2023,2022,N00027533
Q11,Environment,223128,21292,244420,03/20/2023,2022,N00027533
B02,TV/Movies/Music,185629,43500,229129,03/20/2023,2022,N00027533
H01,Health Professionals,138999,55700,194699,03/20/2023,2022,N00027533
Q02,Democratic/Liberal,178889,6060,184949,03/20/2023,2022,N00027533
W06,Retired,152564,0,152564,03/20/2023,2022,N00009816
F07,Securities & Investment,82400,0,82400,03/20/2023,2022,N00009816
P03,Transportation Unions,0,70500,70500,03/20/2023,2022,N00009816
P01,Building Trade Unions,0,70000,70000,03/20/2023,2022,N00009816
F10,Real Estate,39300,11000,50300,03/20/2023,2022,N00009816
K01,Lawyers/Law Firms,29730,19500,49230,03/20/2023,2022,N00009816
Q05,Pro-Israel,27200,18900,46100,03/20/2023,2022,N00009816
Q01,Republican/Conservative,21640,19000,40640,03/20/2023,2022,N00009816
Q03,Leadership PACs,0,40000,40000,03/20/2023,2022,N00009816
P04,Public Sector Unions,0,31000,31000,03/20/2023,2022,N00009816
W06,Retired,300342,0,300342,03/20/2023,2022,N00040741
K01,Lawyers/Law Firms,241828,9250,251078,03/20/2023,2022,N00040741
F07,Securities & Investment,217775,2000,219775,03/20/2023,2022,N00040741
Q03,Leadership PACs,37151,98526,135677,03/20/2023,2022,N00040741
Q02,Democratic/Liberal,117436,12500,129936,03/20/2023,2022,N00040741
F10,Real Estate,121568,7500,129068,03/20/2023,2022,N00040741
W04,Education,94216,0,94216,03/20/2023,2022,N00040741
N05,Business Services,85624,0,85624,03/20/2023,2022,N00040741
B02,TV/Movies/Music,72372,0,72372,03/20/2023,2022,N00040741
B01,Printing & Publishing,57890,0,57890,03/20/2023,2022,N00040741
W06,Retired,190044,0,190044,03/20/2023,2022,N00039533
Q03,Leadership PACs,0,76800,76800,03/20/2023,2022,N00039533
F10,Real Estate,51067,17000,68067,03/20/2023,2022,N00039533
Q01,Republican/Conservative,63002,4500,67502,03/20/2023,2022,N00039533
H01,Health Professionals,28765,38000,66765,03/20/2023,2022,N00039533
M02,Automotive,34161,26000,60161,03/20/2023,2022,N00039533
E08,Electric Utilities,0,52500,52500,03/20/2023,2022,N00039533
D03,Misc Defense,16700,33500,50200,03/20/2023,2022,N00039533
P03,Transportation Unions,0,47500,47500,03/20/2023,2022,N00039533
F07,Securities & Investment,41968,5000,46968,03/20/2023,2022,N00039533
W06,Retired,13209865,0,13209865,03/20/2023,2022,N00031782
F07,Securities & Investment,1683993,302200,1986193,03/20/2023,2022,N00031782
Q01,Republican/Conservative,1747237,34500,1781737,03/20/2023,2022,N00031782
F10,Real Estate,1390522,149800,1540322,03/20/2023,2022,N00031782
F09,Insurance,459846,452850,912696,03/20/2023,2022,N00031782
K01,Lawyers/Law Firms,727980,111250,839230,03/20/2023,2022,N00031782
H01,Health Professionals,575145,162550,737695,03/20/2023,2022,N00031782
H04,Pharmaceuticals/Health Products,148410,383450,531860,03/20/2023,2022,N00031782
Q03,Leadership PACs,680,482210,482890,03/20/2023,2022,N00031782
Q10,Misc Issues,462173,10100,472273,03/20/2023,2022,N00031782
A01,Crop Production & Basic Processing,91175,94000,185175,03/20/2023,2022,N00035282
H01,Health Professionals,52100,124000,176100,03/20/2023,2022,N00035282
F10,Real Estate,85858,80000,165858,03/20/2023,2022,N00035282
F07,Securities & Investment,96198,61500,157698,03/20/2023,2022,N00035282
F09,Insurance,9550,129500,139050,03/20/2023,2022,N00035282
H04,Pharmaceuticals/Health Products,1250,110800,112050,03/20/2023,2022,N00035282
E01,Oil & Gas,20600,82500,103100,03/20/2023,2022,N00035282
K02,Lobbyists,97860,3000,100860,03/20/2023,2022,N00035282
W06,Retired,91258,0,91258,03/20/2023,2022,N00035282
K01,Lawyers/Law Firms,61700,29000,90700,03/20/2023,2022,N00035282
W06,Retired,252790,0,252790,03/20/2023,2022,N00044335
F10,Real Estate,163746,7000,170746,03/20/2023,2022,N00044335
Q01,Republican/Conservative,106095,13250,119345,03/20/2023,2022,N00044335
F07,Securities & Investment,93843,0,93843,03/20/2023,2022,N00044335
K01,Lawyers/Law Firms,73100,1000,74100,03/20/2023,2022,N00044335
H01,Health Professionals,32300,12600,44900,03/20/2023,2022,N00044335
N05,Business Services,36175,3826,40001,03/20/2023,2022,N00044335
M02,Automotive,23300,14000,37300,03/20/2023,2022,N00044335
F13,Misc Finance,37175,0,37175,03/20/2023,2022,N00044335
Q03,Leadership PACs,0,36000,36000,03/20/2023,2022,N00044335
H01,Health Professionals,121661,116382,238043,03/20/2023,2022,N00037442
Q03,Leadership PACs,0,115400,115400,03/20/2023,2022,N00037442
W06,Retired,104401,0,104401,03/20/2023,2022,N00037442
Q01,Republican/Conservative,60766,5500,66266,03/20/2023,2022,N00037442
F10,Real Estate,56125,3000,59125,03/20/2023,2022,N00037442
K02,Lobbyists,55550,500,56050,03/20/2023,2022,N00037442
H04,Pharmaceuticals/Health Products,11050,35900,46950,03/20/2023,2022,N00037442
K01,Lawyers/Law Firms,28850,9500,38350,03/20/2023,2022,N00037442
N02,"Beer, Wine & Liquor",23000,10000,33000,03/20/2023,2022,N00037442
A01,Crop Production & Basic Processing,4900,24500,29400,03/20/2023,2022,N00037442
E01,Oil & Gas,65200,119000,184200,03/20/2023,2022,N00035527
A10,Forestry & Forest Products,72348,93000,165348,03/20/2023,2022,N00035527
N07,Casinos/Gambling,131800,0,131800,03/20/2023,2022,N00035527
W06,Retired,118534,0,118534,03/20/2023,2022,N00035527
C05,Building Materials & Equipment,39950,26500,66450,03/20/2023,2022,N00035527
A01,Crop Production & Basic Processing,5500,58000,63500,03/20/2023,2022,N00035527
M01,Air Transport,0,50000,50000,03/20/2023,2022,N00035527
H01,Health Professionals,25225,17500,42725,03/20/2023,2022,N00035527
Q03,Leadership PACs,0,42500,42500,03/20/2023,2022,N00035527
K01,Lawyers/Law Firms,21850,17500,39350,03/20/2023,2022,N00035527
Q03,Leadership PACs,0,140901,140901,03/20/2023,2022,N00034639
