cid,firstlast,lastname,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate,state
N00046537,Victoria Spartz,Spartz,R,IN05,F,2020,4,Retiring at end of 118th Congress,202225-2276,,https://spartz.house.gov/,,"1523 Longworth House Office Building Washington, DC  20515",S000929,,,@RepSpartz,,,10/06/78,IN
N00041956,Greg Pence,Pence,R,IN06,M,2018,0,,202-225-3021,,https://pence.house.gov/,,222 Cannon House Office Building,P000615,,H8IN06129,,,,1956-11-14,IN
N00029513,Andre Carson,Carson,D,IN07,M,2008,0,,202-225-4011,202-225-5633,http://carson.house.gov,https://carson.house.gov/contact/email-me,2135 Rayburn House Office Building,C001072,84917,H8IN07184,RepAndreCarson,https://youtube.com/repandrecarson,CongressmanAndreCarson,1974-10-16,IN
N00031227,Larry Bucshon,Bucshon,R,IN08,M,2010,0,,202-225-4636,202-225-3284,https://bucshon.house.gov,https://bucshon.house.gov/contact-me/email-me,1005 Longworth House Office Building,B001275,120335,H0IN08114,RepLarryBucshon,https://youtube.com/RepLarryBucshon,RepLarryBucshon,1962-05-31,IN
N00037427,Erin Houchin,Houchin,R,IN09,F,2022,0,,,,,,,,,,,,,,IN
N00041731,Mike Braun,Braun,R,INS1,M,2018,16,Running for Governor,202-224-4814,,https://www.braun.senate.gov,,B85 Russell Senate Office Building,B001310,,S8IN00171,,,,1954-03-24,IN
N00030670,Todd Young,Young,R,INS2,M,2016,0,,202-224-5623,202-226-6866,https://www.young.senate.gov,https://www.young.senate.gov/content/contact-senator,B33 Russell Senate Office Building,Y000064,120345,H0IN09070,RepToddYoung,https://youtube.com/RepToddYoung,SenatorToddYoung,1972-08-24,IN
N00035346,Buddy Carter,Carter,R,GA01,M,2014,0,,202-225-5831,202-226-2269,http://buddycarter.house.gov,,432 Cannon House Office Building,C001103,,H4GA01039,RepBuddyCarter,,congressmanbuddycarter,1957-09-06,GA
N00002674,Sanford Bishop,Bishop,D,GA02,M,1992,0,,202-225-3631,202-225-2203,http://bishop.house.gov,http://bishop.house.gov/contact,2407 Rayburn House Office Building,B000490,26817,H2GA02031,SanfordBishop,https://youtube.com/RepSanfordBishop,sanfordbishop,1947-02-04,GA
N00039090,Drew Ferguson,Ferguson,R,GA03,M,2016,0,,202-225-5901,,https://ferguson.house.gov,,1032 Longworth House Office Building,F000465,,H6GA03113,RepDrewFerguson,,RepDrewFerguson,1967-11-15,GA
N00027848,Hank Johnson,Johnson,D,GA04,M,2006,0,,202-225-1605,202-226-0691,https://hankjohnson.house.gov,https://hankjohnson.house.gov/contact-me/email-me,2240 Rayburn House Office Building,J000288,68070,H6GA04129,RepHankJohnson,https://youtube.com/RepHankJohnson,RepHankJohnson,1954-10-02,GA
N00047361,Nikema Williams,Williams,D,GA05,F,2020,0,,202225-3801,,https://nikemawilliams.house.gov/,,"1406 Longworth House Office Building Washington, DC  20515",W000788,,,@RepNikema,,,07/30/78,GA
N00044520,Richard McCormick,Mccormick,R,GA06,M,2022,0,,,,,,,M001218,,H0GA07273,,,,,GA
N00042813,Lucy McBath,McBath,D,GA07,F,2018,0,,202-225-4501,,https://mcbath.house.gov/,,1513 Longworth House Office Building,M001208,,H8GA06393,,,,1960-06-01,GA
N00032457,Austin Scott,Scott,R,GA08,M,2010,0,,202-225-6531,202-225-3013,https://austinscott.house.gov,https://austinscott.house.gov/email-me/,2417 Rayburn House Office Building,S001189,11812,H0GA08099,AustinScottGA08,https://youtube.com/RepAustinScott,RepAustinScott,1969-12-10,GA
N00046654,Andrew Clyde,Clyde,R,GA09,M,2020,0,,202225-9893,202226-1224,https://clyde.house.gov/,,"521 Cannon House Office Building Washington, DC  20515",C001116,,,,,CongressmanClyde,11/22/63,GA
N00035370,Mike Collins,Collins,R,GA10,M,2022,0,,,,,,,C001129,,H4GA10071,,,,,GA
N00035347,Barry Loudermilk,Loudermilk,R,GA11,M,2014,0,,202-225-2931,202-225-2944,http://loudermilk.house.gov,,329 Cannon House Office Building,L000583,,H4GA11061,RepLoudermilk,,reploudermilk,1963-12-22,GA
N00033720,Richard W Allen,Allen,R,GA12,M,2014,0,,202-225-2823,202-225-3377,http://allen.house.gov,,426 Cannon House Office Building,A000372,,H0GA02241,reprickallen,,CongressmanRickAllen,1951-11-07,GA
N00024871,David Scott,Scott,D,GA13,M,2002,0,,202-225-2939,202-225-4628,http://davidscott.house.gov,https://davidscott.house.gov/contact/contactform.htm,225 Cannon House Office Building,S001157,7826,H2GA13012,RepDavidScott,https://youtube.com/RepDavidScott,113303673339,1945-06-27,GA
N00044701,Marjorie Taylor Greene,Greene,R,GA14,F,2020,0,,202225-5211,,https://greene.house.gov/,,"1023 Longworth House Office Building Washington, DC  20515",G000596,,,@RepMTG,,,05/27/74,GA
N00040675,Jon Ossoff,Ossoff,D,GAS1,M,2021,0,,202-224-3521,,https://www.ossoff.senate.gov/,,"Hart Senate Office Building Suite 825 B&C    Washington, DC 20510",O000174,,,@ossoff,,,02/16/87,GA
N00046489,Raphael Warnock,Warnock,D,GAS2,M,2021,0,,202224-3643,,https://www.warnock.senate.gov/,,"Dirksen Senate Office Building Suite B40D  Washington, DC 20510",W000790,,,@SenatorWarnock,,,07/23/69,GA
N00040559,Dusty Johnson,Johnson,R,SD01,M,2018,0,,202-225-2801,,https://dustyjohnson.house.gov/,,1508 Longworth House Office Building,J000301,,H8SD01055,RepJohnson,,,1976-09-30,SD
N00004572,John Thune,Thune,R,SDS1,M,2004,0,,202-224-2321,202-228-5429,https://www.thune.senate.gov,http://www.thune.senate.gov/public/index.cfm/contact,511 Dirksen Senate Office Building,T000250,398,S2SD00068,SenJohnThune,https://youtube.com/johnthune,johnthune,1961-01-07,SD
N00035187,Mike Rounds,Rounds,R,SDS2,M,2014,0,,202-224-5842,,https://www.rounds.senate.gov,https://www.rounds.senate.gov/contact/email-mike,502 Hart Senate Office Building,R000605,,S4SD00049,SenatorRounds,,SenatorMikeRounds,1954-10-24,SD
N00043379,Bryan Steil,Steil,R,WI01,M,2018,0,,202-225-3031,,https://steil.house.gov/,,1408 Longworth House Office Building,S001213,,H8WI01156,RepBryanSteil,,,1981-03-30,WI
N00033549,Mark Pocan,Pocan,D,WI02,M,2012,0,,202-225-2906,202-225-6942,http://pocan.house.gov,https://pocan.house.gov/contact/email-me,1421 Longworth House Office Building,P000607,26238,H2WI02124,RepMarkPocan,https://youtube.com/repmarkpocan,repmarkpocan,1964-08-14,WI
N00046843,Derrick Van Orden,Van Orden,R,WI03,M,2022,0,,,,,,,V000135,,H0WI03175,,,,,WI
N00026914,Gwen Moore,Moore,D,WI04,F,2004,0,,202-225-4572,202-225-8135,https://gwenmoore.house.gov,https://gwenmoore.house.gov/contact-form,2252 Rayburn House Office Building,M001160,3457,H4WI04183,RepGwenMoore,https://youtube.com/RepGwenMoore,GwenSMoore,1951-04-18,WI
N00045434,Scott Fitzgerald,Fitzgerald,R,WI05,M,2020,0,,202225-5101,,https://fitzgerald.house.gov/,,"1507 Longworth House Office Building, Washington, DC 20515",F000471,3446,,@RepFitzgerald,,CongressmanScottFitzgerald,11/16/63,WI
N00036409,Glenn Grothman,Grothman,R,WI06,M,2014,0,,202-225-2476,202-225-2356,http://grothman.house.gov,,1217 Longworth House Office Building,G000576,,H4WI06048,RepGrothman,,RepGrothman,1955-07-03,WI
N00045307,Tom Tiffany,Tiffany,R,WI07,M,2020,0,,,,,,,,,,,,,,WI
N00039330,Mike Gallagher,Gallagher,R,WI08,M,2016,0,,202-225-5665,,https://gallagher.house.gov,,1007 Longworth House Office Building,G000579,,H6WI08155,RepGallagher,,RepMikeGallagher,1984-03-03,WI
N00004367,Tammy Baldwin,Baldwin,D,WIS1,F,2012,0,,202-224-5653,202-225-6942,https://www.baldwin.senate.gov,https://www.baldwin.senate.gov/feedback,709 Hart,B001230,3470,H8WI00018,SenatorBaldwin,https://youtube.com/witammybaldwin,TammyBaldwin,1962-02-11,WI
N00032546,Ron Johnson,Johnson,R,WIS2,M,2010,0,,202-224-5323,920-230-7262,https://www.ronjohnson.senate.gov,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,328 Hart Senate Office Building,J000293,126217,S0WI00197,SenRonJohnson,https://youtube.com/SenatorRonJohnson,senronjohnson,1955-04-08,WI
N00030770,Rick Crawford,Crawford,R,AR01,M,2010,0,,202-225-4076,202-225-5602,http://crawford.house.gov,http://crawford.house.gov/contact/,2422 Rayburn House Office Building,C001087,119208,H0AR01083,RepRickCrawford,https://youtube.com/RepRickCrawford,RepRickCrawford,1966-01-22,AR
N00035792,French Hill,Hill,R,AR02,M,2014,0,,202-225-2506,202-225-5903,https://hill.house.gov,,1229 Longworth House Office Building,H001072,,H4AR02141,RepFrenchHill,,RepFrenchHill,1956-12-05,AR
N00031857,Steve Womack,Womack,R,AR03,M,2010,0,,202-225-4301,202-225-5713,http://womack.house.gov,https://womack.house.gov/contact/contactform.htm,2412 Rayburn House Office Building,W000809,71815,H0AR03055,Rep_SteveWomack,https://youtube.com/CongressmanWomack,RepSteveWomack,1957-02-18,AR
N00035527,Bruce Westerman,Westerman,R,AR04,M,2014,0,,202-225-3772,,https://westerman.house.gov,,130 Cannon House Office Building,W000821,,H4AR04048,RepWesterman,,RepWesterman,1967-11-18,AR
N00033363,Tom Cotton,Cotton,R,ARS1,M,2014,0,,202-224-2353,,https://www.cotton.senate.gov,http://www.cotton.senate.gov/?p=contact,124 Russell Senate Office Building,C001095,135651,H2AR04083,SenTomCotton,https://youtube.com/RepTomCotton,SenatorTomCotton,1977-05-13,AR
N00013873,John Boozman,Boozman,R,ARS2,M,2010,0,,202-224-4843,202-228-1371,https://www.boozman.senate.gov/public,https://www.boozman.senate.gov/public/index.cfm/contact,141 Hart Senate Office Building,B001236,27958,H2AR03176,JohnBoozman,https://youtube.com/BoozmanPressOffice,JohnBoozman,1950-12-10,AR
N00036154,Don Norcross,Norcross,D,NJ01,M,2014,0,,202-225-6501,202-225-6583,https://norcross.house.gov,http://norcross.house.gov/contact,1531 Longworth House Office Building,N000188,,H4NJ01084,DonaldNorcross,,DonaldNorcrossNJ,1958-12-13,NJ
N00042164,Jeff Van Drew,Van Drew,R,NJ02,M,2018,0,,202-225-6572,,https://vandrew.house.gov/,,331 Cannon House Office Building,V000133,,H8NJ02166,,,,1953-02-23,NJ
N00041370,Andy Kim,Kim,D,NJ03,M,2018,15,Running for Senate,202-225-4765,,https://kim.house.gov/,,1516 Longworth House Office Building,K000394,,H8NJ03206,,,,1982-07-12,NJ
N00009816,Chris Smith,Smith,R,NJ04,M,1980,0,,202-225-3765,202-225-7768,http://chrissmith.house.gov,https://chrissmith.house.gov/contact/write.htm,2373 Rayburn House Office Building,S000522,26952,H8NJ04014,RepChrisSmith,https://youtube.com/USRepChrisSmith,RepChrisSmith,1953-03-04,NJ
N00036944,Josh Gottheimer,Gottheimer,D,NJ05,M,2016,0,,202-225-4465,,https://gottheimer.house.gov,,213 Cannon House Office Building,G000583,,H6NJ05171,RepJoshG,,RepJoshG,1975-03-08,NJ
N00000781,Frank Pallone Jr.,Pallone,D,NJ06,M,1988,0,,202-225-4671,202-225-9665,https://pallone.house.gov,https://pallone.house.gov/contact-me/email-me,237 Cannon House Office Building,P000034,26951,H8NJ03073,FrankPallone,https://youtube.com/repfrankpallone,repfrankpallone,1951-10-30,NJ
N00019149,Tom Kean,Kean,R,NJ07,M,2022,0,,,,,,,K000398,,H0NJ07261,,,,,NJ
N00049686,Rob Menendez,Menendez,D,NJ08,M,2022,0,,,,,,,M001226,,H2NJ08232,,,,,NJ
N00000751,Bill Pascrell Jr.,Pascrell,D,NJ09,M,1996,0,,202-225-5751,202-225-5782,http://pascrell.house.gov,https://pascrell.house.gov/contact/email-me,2370 Rayburn House Office Building,P000096,478,H6NJ08118,BillPascrell,https://youtube.com/RepPascrell,pascrell,1937-01-25,NJ
N00034639,Donald M Payne Jr.,Payne,D,NJ10,M,2012,0,,202-225-3436,202-225-4160,http://payne.house.gov,http://payne.house.gov/contact/email-me,132 Cannon House Office Building,P000604,90668,H2NJ10154,RepDonaldPayne,,DonaldPayneJr,1958-12-17,NJ
N00041154,Mikie Sherrill,Sherrill,D,NJ11,F,2018,0,,202-225-5034,,https://sherrill.house.gov/,,1208 Longworth House Office Building,S001207,,H8NJ11142,RepSherrill,,,1972-01-19,NJ
N00036158,Bonnie Watson Coleman,Coleman,D,NJ12,F,2014,0,,202-225-5801,202-225-6025,https://watsoncoleman.house.gov,,1535 Longworth House Office Building,W000822,,H4NJ12149,RepBonnie,,RepBonnie,1945-02-06,NJ
N00000699,Robert Menendez,Menendez,D,NJS1,M,2006,0,,202-224-4744,202-228-2197,https://www.menendez.senate.gov,https://www.menendez.senate.gov/contact,528 Hart Senate Office Building,M000639,26961,H2NJ13075,SenatorMenendez,https://youtube.com/SenatorMenendezNJ,senatormenendez,1954-01-01,NJ
N00035267,Cory Booker,Booker,D,NJS2,M,2013,0,,202-224-3224,202-224-8378,https://www.booker.senate.gov,https://www.booker.senate.gov/?p=contact,359 Dirksen Senate Office Building,B001288,76151,S4NJ00185,CoryBooker,https://youtube.com/SenCoryBooker,corybooker,1969-04-27,NJ
N00042161,Chris Pappas,Pappas,D,NH01,M,2018,0,,202-225-5456,,https://pappas.house.gov/,,323 Cannon House Office Building,P000614,,H8NH01210,,,,1980-06-04,NH
N00030875,Ann Kuster,Kuster,D,NH02,F,2012,0,,202-225-5206,202-225-2946,http://kuster.house.gov,https://kuster.house.gov/contact/email-me,137 Cannon House Office Building,K000382,122256,H0NH02181,RepAnnieKuster,https://youtube.com/RepKuster,CongresswomanAnnieKuster,1956-09-05,NH
N00038397,Maggie Hassan,Hassan,D,NHS1,F,2016,0,,202-224-3324,,https://www.hassan.senate.gov,https://www.hassan.senate.gov/content/contact-senator,B85 Russell Senate Office Building,H001076,,S6NH00091,Senatorhassan,,SenatorHassan,1958-02-27,NH
N00024790,Jeanne Shaheen,Shaheen,D,NHS2,F,2008,0,,202-224-2841,202-228-3194,https://www.shaheen.senate.gov,https://www.shaheen.senate.gov/contact/contact-jeanne,506 Hart Senate Office Building,S001181,1663,S0NH00219,SenatorShaheen,https://youtube.com/senatorshaheen,SenatorShaheen,1947-01-28,NH
N00037003,Trent Kelly,Kelly,R,MS01,M,2015,0,,202-225-4306,,https://trentkelly.house.gov,,1721 Longworth House Office Building,K000388,,H6MS01131,reptrentkelly,,reptrentkelly,1966-03-01,MS
N00003288,Bennie G Thompson,Thompson,D,MS02,M,1993,0,,202-225-5876,202-225-5898,https://benniethompson.house.gov,https://forms.house.gov/benniethompson/contact-form.shtml,2466 Rayburn House Office Building,T000193,26929,H4MS02068,BennieGThompson,https://youtube.com/RepBennieThompson,7259193379,1948-01-28,MS
N00042458,Michael Guest,Guest,R,MS03,M,2018,0,,202-225-5031,,https://guest.house.gov/,,230 Cannon House Office Building,G000591,,H8MS03125,,,,1970-02-04,MS
N00048240,Mike Ezell,Ezell,R,MS04,M,2022,0,,,,,,,E000235,,H2MS04258,,,,,MS
N00043298,Cindy Hyde-Smith,Hyde-Smith,R,MSS1,F,2018,0,,202-224-5054,,https://www.hydesmith.senate.gov,https://www.hydesmith.senate.gov/content/contact-senator,G12 Dirksen Senate Office Building,H001079,,S8MS00261,SenHydeSmith,,,1959-05-10,MS
N00003280,Roger Wicker,Wicker,R,MSS2,M,2007,0,,202-224-6253,202-228-0378,https://www.wicker.senate.gov,https://www.wicker.senate.gov/public/index.cfm/contact,555 Dirksen Senate Office Building,W000437,21926,H4MS01078,SenatorWicker,https://youtube.com/SenatorWicker,SenatorWicker,1951-07-05,MS
N00029147,Andy Harris,Harris,R,MD01,M,2010,0,,202-225-5311,202-225-0254,http://harris.house.gov,https://harris.house.gov/contact-me/email-me,1533 Longworth House Office Building,H001052,19157,H8MD01094,RepAndyHarrisMD,https://youtube.com/RepAndyHarris,AndyHarrisMD,1957-01-25,MD
N00025482,Dutch Ruppersberger,Ruppersberger,D,MD02,M,2002,0,,202-225-3061,202-225-3094,http://ruppersberger.house.gov,http://ruppersberger.house.gov/contact-dutch/email-dutch,2416 Rayburn House Office Building,R000576,36130,H2MD02160,Call_Me_Dutch,https://youtube.com/ruppersberger,184756771570504,1946-01-31,MD
N00027751,John Sarbanes,Sarbanes,D,MD03,M,2006,0,,202-225-4016,202-225-9219,https://sarbanes.house.gov,http://sarbanes.house.gov/federal.asp,2444 Rayburn House Office Building,S001168,66575,H6MD03292,RepSarbanes,,RepSarbanes,1962-05-22,MD
N00033749,Glenn Ivey,Ivey,D,MD04,M,2022,0,,,,,,,I000058,,H2MD04315,,,,,MD
N00001821,Steny H Hoyer,Hoyer,D,MD05,M,1981,0,,202-225-4131,202-225-4300,https://hoyer.house.gov,https://hoyer.house.gov/email-steny,1705 Longworth House Office Building,H000874,26890,H2MD05155,WhipHoyer,https://youtube.com/LeaderHoyer,WhipHoyer,1939-06-14,MD
N00039122,David Trone,Trone,D,MD06,M,2018,15,Running for Senate,202-225-2721,,https://trone.house.gov/,,1213 Longworth House Office Building,T000483,,S4MD00319,RepDavidTrone,,,1955-09-21,MD
N00001799,Kweisi Mfume,Mfume,D,MD07,M,2020,0,,,,,,,,,,,,,,MD
N00037036,Jamie Raskin,Raskin,D,MD08,M,2016,0,,202-225-5341,,https://raskin.house.gov,,431 Cannon House Office Building,R000606,,H6MD08457,repraskin,,repraskin,1962-12-13,MD
N00001955,Ben Cardin,Cardin,D,MDS1,M,2006,4,Retiring at end of 118th Congress,202-224-4524,202-224-1651,https://www.cardin.senate.gov,http://www.cardin.senate.gov/contact/,509 Hart Senate Office Building,C000141,26888,H6MD03177,SenatorCardin,https://youtube.com/senatorcardin,senatorbencardin,1943-10-05,MD
N00013820,Chris Van Hollen,Van Hollen,D,MDS2,M,2016,0,,202-224-4654,202-225-0375,https://www.vanhollen.senate.gov,https://www.vanhollen.senate.gov/content/contact-senator,110 Hart Senate Office Building,V000128,6098,H2MD08126,ChrisVanHollen,https://youtube.com/RepChrisVanHollen,chrisvanhollen,1959-01-10,MD
N00006134,Diana DeGette,Degette,D,CO01,F,1996,0,,202-225-4431,202-225-5657,http://degette.house.gov,https://degette.house.gov/contact/send-me-an-email/email-me,2111 Rayburn House Office Building,D000197,561,H6CO01141,RepDianaDeGette,https://youtube.com/RepDianaDeGette,DianaDeGette,1957-07-29,CO
N00041080,Joseph Neguse,Neguse,D,CO02,M,2018,0,,202-225-2161,,https://neguse.house.gov/,,1419 Longworth House Office Building,N000191,,H8CO02160,RepJoeNeguse,,,1984-05-13,CO
N00045974,Lauren Boebert,Boebert,R,CO03,F,2020,0,,202225-4761,,https://boebert.house.gov/,,"1609 Longworth House Office Building , Washington, DC 20515",B000825,,,@RepBoebert,,RepBoebert,12/15/86,CO
N00030829,Ken Buck,Buck,R,CO04,M,2014,4,Retiring at end of 118th Congress,202-225-4676,202-225-5870,https://buck.house.gov,,1130 Longworth House Office Building,B001297,,S0CO00237,RepKenBuck,,repkenbuck,1959-02-16,CO
N00028133,Doug Lamborn,Lamborn,R,CO05,M,2006,0,,202-225-4422,202-226-2638,http://lamborn.house.gov,https://lambornforms.house.gov/contact-form,2402 Rayburn House Office Building,L000564,2698,H6CO05159,RepDLamborn,https://youtube.com/CongressmanLamborn,CongressmanDougLamborn,1954-05-24,CO
N00040876,Jason Crow,Crow,D,CO06,M,2018,0,,202-225-7882,,https://crow.house.gov/,,1229 Longworth House Office Building,C001121,,H8CO06229,RepJasonCrow,,,1979-03-15,CO
N00040878,Brittany Pettersen,Pettersen,D,CO07,F,2022,0,,,,,,,P000620,,H8CO07045,,,,,CO
N00049068,Yadira Caraveo,Caraveo,D,CO08,F,2022,0,,,,,,,C001134,,H2CO08020,,,,,CO
N00030608,Michael Bennet,Bennet,D,COS1,M,2009,0,,202-224-5852,202-228-5097,https://www.bennet.senate.gov,https://www.bennet.senate.gov/?p=contact,261 Russell Senate Office Building,B001267,110942,S0CO00211,SenBennetCo,https://youtube.com/SenatorBennet,senbennetco,1964-11-28,CO
N00044206,John Hickenlooper,Hickenlooper,D,COS2,M,2020,0,,202224-5941,,https://www.hickenlooper.senate.gov/,,"Russell Senate Office Building Suite SR-B85  Washington, DC 20510",H000273,,,@SenatorHick,,,02/07/52,CO
N00046598,Blake Moore,Moore,R,UT01,M,2020,0,,202225-0453,202225-5857,https://blakemoore.house.gov/,,"1320 Longworth House Office Building Washington, DC  20515",M001213,,,@RepBlakeMoore,,,06/22/80,UT
N00033932,Chris Stewart,Stewart,R,UT02,M,2012,2,Resigned for personal reasons,202-225-9730,801-364-5551,http://stewart.house.gov,https://stewart.house.gov/contact/email-me,323 Cannon House Office Building,S001192,135930,H2UT02324,RepChrisStewart,https://youtube.com/repchrisstewart,RepChrisStewart,1960-07-15,UT
N00052817,Celeste Maloy,Maloy,R,UT02,F,2923,0,Elected in special to replace Stewart,,,,,,,,,,,,,UT
N00041221,John Curtis,Curtis,R,UT03,M,2017,0,,202-225-7751,,https://curtis.house.gov,,125 Cannon House Office Building,C001114,,H8UT03238,RepJohnCurtis,,RepJohnCurtis,1960-05-10,UT
N00045812,Burgess Owens,Owens,R,UT04,M,2020,0,,202225-3011,,https://owens.house.gov/,,"1039 Longworth House Office Building Washington, DC  20515",O000086,,,@RepBurgessOwens,,,08/02/51,UT
N00000286,Mitt Romney,Romney,R,UTS1,M,2018,4,Retiring at end of 118th Congress,202-224-5251,,https://www.romney.senate.gov,,B33 Russell Senate Office Building,R000615,,S8UT00176,,,,1947-03-12,UT
N00031696,Mike Lee,Lee,R,UTS2,M,2010,0,,202-224-5444,,https://www.lee.senate.gov/public,https://www.lee.senate.gov/public/index.cfm/contact,361a Russell Senate Office Building,L000577,66395,S0UT00165,SenMikeLee,https://youtube.com/senatormikelee,senatormikelee,1971-06-04,UT
N00013817,Chellie Pingree,Pingree,D,ME01,F,2008,0,,202-225-6116,202-225-5590,https://pingree.house.gov,https://pingree.house.gov/email-me,2162 Rayburn House Office Building,P000597,6586,H8ME01120,ChelliePingree,https://youtube.com/congresswomanpingree,ChelliePingree,1955-04-02,ME
N00041668,Jared Golden,Golden,D,ME02,M,2018,0,,202-225-6306,,https://golden.house.gov,,1223 Longworth House Office Building,G000592,,H8ME02185,RepGolden,,,1982-07-25,ME
N00034580,Angus King,King,I,MES1,M,2012,0,,202-224-5344,202-224-1946,https://www.king.senate.gov,http://www.king.senate.gov/contact,359 Dirksen Senate Office Building,K000383,22381,S2ME00109,SenAngusKing,https://youtube.com/SenatorAngusKing,SenatorAngusSKingJr,1944-03-31,ME
N00000491,Susan Collins,Collins,R,MES2,F,1996,0,,202-224-2523,202-224-2693,http://www.collins.senate.gov,http://www.collins.senate.gov/contact,413 Dirksen Senate Office Building,C001035,379,S6ME00159,SenatorCollins,https://youtube.com/SenatorSusanCollins,susancollins,1952-12-07,ME
N00009660,Steve Scalise,Scalise,R,LA01,M,2008,0,,202-225-3015,202-226-0386,http://scalise.house.gov,https://scalise.house.gov/contact-me/email-me,2338 Rayburn House Office Building,S001176,9026,H0LA01087,SteveScalise,https://youtube.com/RepSteveScalise,RepSteveScalise,1965-10-06,LA
N00025766,Troy Carter,Carter,D,LA02,M,2021,0,,,,,,,,,,,,,,LA
N00039953,Clay Higgins,Higgins,R,LA03,M,2016,0,,202-225-2031,,https://clayhiggins.house.gov,,1711 Longworth House Office Building,H001077,,H6LA03148,RepClayHiggins,,CongressmanCalHiggins,1961-08-24,LA
N00039106,Mike Johnson,Johnson,R,LA04,M,2016,0,,202-225-2777,,https://mikejohnson.house.gov,,327 Cannon House Office Building,J000299,,H6LA04138,RepMikeJohnson,,RepMikeJohnson,1972-01-30,LA
N00047972,Julia Letlow,Letlow,R,LA05,F,2021,0,,,,,,,,,,,,,,LA
N00036135,Garret Graves,Graves,R,LA06,M,2014,0,,202-225-3901,202-225-7313,https://garretgraves.house.gov,,430 Cannon House Office Building,G000577,,H4LA06153,RepGarretGraves,,CongressmanGarretGraves,1972-01-31,LA
N00030245,Bill Cassidy,Cassidy,R,LAS1,M,2014,0,,202-224-5824,202-225-7313,https://www.cassidy.senate.gov,https://www.cassidy.senate.gov/contact,520 Hart Senate Office Building,C001075,69494,H8LA00017,billcassidy,https://youtube.com/SenatorBillCassidy,billcassidy,1957-09-28,LA
N00026823,John Kennedy,Kennedy,R,LAS2,M,2016,0,,202-224-4623,,https://www.kennedy.senate.gov,https://www.kennedy.senate.gov/content/contact-senator,B11 Russell Senate Office Building,K000393,,S4LA00065,SenJohnKennedy,,JohnKennedyLouisiana,1951-11-21,LA
N00000153,Richard E Neal,Neal,D,MA01,M,1988,0,,202-225-5601,202-225-8112,https://neal.house.gov,https://forms.house.gov/neal/webforms/Contact_Form.shtml,341 Cannon House Office Building,N000015,26895,H8MA02041,RepRichardNeal,https://youtube.com/RepRichardENeal,325642654132598,1949-02-14,MA
N00000179,James P McGovern,Mcgovern,D,MA02,M,1996,0,,202-225-6101,202-225-5759,http://mcgovern.house.gov,https://mcgovern.house.gov/contact/email-me,438 Cannon House Office Building,M000312,552,H4MA03022,RepMcGovern,https://youtube.com/repjimmcgovern,RepJimMcGovern,1959-11-20,MA
N00041808,Lori Trahan,Trahan,D,MA03,F,2018,0,,202-225-3411,,https://trahan.house.gov/,,1616 Longworth House Office Building,T000482,,H8MA03106,RepLoriTrahan,,,1973-10-27,MA
N00045506,Jake Auchincloss,Auchincloss,D,MA04,M,2020,0,,202225-5931,,https://auchincloss.house.gov/,,"1524 Longworth House Office Building Washington, DC  20515",A000148,,,@RepAuchincloss,,,01/29/88,MA
N00035278,Katherine Clark,Clark,D,MA05,F,2013,0,,202-225-2836,202-226-0092,https://katherineclark.house.gov,https://katherineclark.house.gov/index.cfm/email-me,1415 Longworth House Office Building,C001101,35858,H4MA05084,RepKClark,,CongresswomanClark,1963-07-17,MA
N00035431,Seth Moulton,Moulton,D,MA06,M,2014,0,,202-225-8020,202-225-5915,http://moulton.house.gov,,1408 Longworth House Office Building,M001196,,H4MA06090,teammoulton,,CongressmanSethMoulton,1978-10-24,MA
N00042581,Ayanna Pressley,Pressley,D,MA07,F,2018,0,,202-225-5111,,https://pressley.house.gov/,,1108 Longworth House Office Building,P000617,,H8MA07032,RepPressley,,,1974-02-03,MA
N00013855,Stephen Lynch,Lynch,D,MA08,M,2001,0,,202-225-8273,202-225-3984,http://lynch.house.gov,https://lynch.house.gov/contact-me/email-me,2268 Rayburn House Office Building,L000562,4844,H2MA09072,RepStephenLynch,https://youtube.com/RepLynch,repstephenlynch,1955-03-31,MA
N00031933,Bill Keating,Keating,D,MA09,M,2010,0,,202-225-3111,202-225-5658,https://keating.house.gov,https://forms.house.gov/keating/webforms/contact.shtml,2351 Rayburn House Office Building,K000375,4743,H0MA10082,USRepKeating,https://youtube.com/RepBillKeating,USRepKeating,1952-09-06,MA
N00033492,Elizabeth Warren,Warren,D,MAS1,F,2012,0,,202-224-4543,202-228-2072,https://www.warren.senate.gov,https://www.warren.senate.gov/?p=email_senator,317 Hart Senate Office Building,W000817,141272,S2MA00170,SenWarren,https://youtube.com/senelizabethwarren,senatorelizabethwarren,1949-06-22,MA
N00000270,Ed Markey,Markey,D,MAS2,M,2013,0,,202-224-2742,,https://www.markey.senate.gov,https://www.markey.senate.gov/contact,255 Dirksen Senate Office Building,M000133,26900,H6MA07101,SenMarkey,https://youtube.com/RepMarkey,EdJMarkey,1946-07-11,MA
N00047871,Melanie Stansbury,Stansbury,D,NM01,F,2021,0,,,,,,,,,,,,,,NM
N00049142,Gabe Vasquez,Vasquez,D,NM02,M,2022,0,,,,,,,V000136,,H2NM02191,,,,,NM
