sector_name,sectorid,indivs,pacs,total,last_updated,cycle,cid
Other,W,488956,0,488956,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,593,28000,28593,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,35620,107000,142620,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,1075,29000,30075,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,5000,50500,55500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,0,1000,1000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,138157,268500,406657,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,71985,248250,320235,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,152830,47000,199830,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,3515,52500,56015,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,37425,111500,148925,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,205000,205000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,178883,72000,250883,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,126678,7500,134178,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,750,8000,8750,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,12345,27000,39345,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,7400,6000,13400,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,0,4000,4000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,2958,12000,14958,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,69800,201000,270800,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,11900,25500,37400,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,71567,23000,94567,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,3500,45500,49000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,39345,31500,70845,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,504,178500,179004,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,56875,81412,138287,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,101881,1000,102881,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,257906,117000,374906,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,288653,291653,580306,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,346934,118500,465434,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,66437,48000,114437,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,297325,176500,473825,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,2235524,705236,2940760,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,834336,666400,1500736,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,659304,92936,752240,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,368999,360709,729708,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,864112,423794,1287906,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,329,21750,22079,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,783483,504649,1288132,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,1774591,11250,1785841,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,1494,0,1494,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,33851,0,33851,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,6075,0,6075,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,2719,0,2719,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,555,0,555,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,91099,-2000,89099,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,55703,0,55703,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,57696,500,58196,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,618,0,618,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,39323,0,39323,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,536,71500,72036,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,24726,38985,63711,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,233022,0,233022,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,3791,41500,45291,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,67577,20000,87577,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,21309,53200,74509,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,4908,76000,80908,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,25917,71999,97916,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,317698,51000,368698,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,74113,13500,87613,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,109149,31250,140399,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,9594,51000,60594,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,91210,60900,152110,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,3000,302500,305500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,178521,466464,644985,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,421146,4000,425146,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,17610,54500,72110,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,12550,19000,31550,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,30100,34400,64500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,3150,67500,70650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,4000,24500,28500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,65650,50000,115650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,21900,26500,48400,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,41025,21500,62525,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,26800,82500,109300,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,15300,50000,65300,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,220900,220900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,36250,25012,61262,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,55366,4500,59866,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,132138,35815,167953,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,100853,97230,198083,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,132104,35500,167604,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,15467,10000,25467,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,196362,185500,381862,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,865638,114300,979938,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,204071,184900,388971,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,162662,25000,187662,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,88883,42000,130883,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,261046,93000,354046,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,6000,6000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,1811811,76763,1888574,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,2265195,0,2265195,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,77981,71000,148981,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,64922,47500,112422,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,175303,35000,210303,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,27228,74000,101228,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,41945,50000,91945,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,514636,176250,690886,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,123317,103000,226317,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,141115,7500,148615,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,65536,51500,117036,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,254070,84999,339069,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,310,43500,43810,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,589224,172950,762174,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,2054723,21500,2076223,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,19875,64615,84490,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,9800,17590,27390,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,24963,27500,52463,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,44750,106000,150750,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,22954,19500,42454,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,211040,59500,270540,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,16241,52500,68741,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,66546,13500,80046,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,7540,48000,55540,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,66986,16000,82986,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,12500,12500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,7386,81032,88418,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,120546,0,120546,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,16054,20000,36054,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,264955,1000,265955,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,51115,1000,52115,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,5812,0,5812,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,9434,0,9434,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,465842,26500,492342,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,203516,25000,228516,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,370006,20500,390506,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,30809,5000,35809,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,218623,12500,231123,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,350,118000,118350,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,431861,379685,811546,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,1039900,5000,1044900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,75700,252950,328650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,42562,40825,83387,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,14000,31500,45500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,500,70000,70500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,20250,58000,78250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,144524,346200,490724,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,40435,138000,178435,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,93611,34952,128563,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,2350,87900,90250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,98312,147400,245712,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,250,115000,115250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,88193,63290,151483,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,231667,2000,233667,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,550,69000,69550,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,45460,36500,81960,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,6900,13000,19900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,47325,158000,205325,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,16635,23000,39635,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,99645,31000,130645,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,83929,46750,130679,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,128931,43173,172104,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,27413,78000,105413,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,158425,74000,232425,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,1260,142500,143760,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,24128,86966,111094,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,228519,10000,238519,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,34623,4400,39023,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,750,3000,3750,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,11950,2500,14450,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,18850,15622,34472,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,54780,17500,72280,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,25825,10000,35825,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,14548,0,14548,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,9300,5000,14300,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,30934,1500,32434,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,47950,79000,126950,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,99876,0,99876,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,35426,57115,92541,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,55343,19000,74343,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,83640,55500,139140,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,5493,6000,11493,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,142177,90500,232677,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,603464,167000,770464,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,92408,92500,184908,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,169683,7750,177433,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,80130,89390,169520,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,223347,65857,289204,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,75,34000,34075,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,130085,258334,388419,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,464694,2000,466694,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,20338,21500,41838,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,96814,0,96814,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,24509,14750,39259,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,610,0,610,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,69876,2000,71876,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,410743,27500,438243,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,100654,39500,140154,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,331977,23000,354977,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,23240,21000,44240,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,118922,32500,151422,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,181000,181000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,136214,257653,393867,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,634925,0,634925,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,8308,27000,35308,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,65659,50090,115749,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,12531,21000,33531,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,0,33500,33500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,8393,10500,18893,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,99380,122250,221630,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,27947,59500,87447,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,129137,19750,148887,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,15851,72500,88351,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,96435,73453,169888,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,1508,110000,111508,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,100975,125053,226028,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,251702,0,251702,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,14700,11008,25708,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,16575,6000,22575,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,23550,8500,32050,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,0,2500,2500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,32812,5000,37812,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,102250,28800,131050,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,38550,34000,72550,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,63700,1000,64700,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,26000,14000,40000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,31023,3500,34523,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,1000,1000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,20100,82500,102600,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,120023,0,120023,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,27636,71000,98636,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,4692,0,4692,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,42485,42900,85385,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,20782,54600,75382,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,10067,53000,63067,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,92279,53000,145279,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,21679,23000,44679,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,48800,27000,75800,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,39047,32500,71547,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,96471,48000,144471,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,7000,7000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,5000,88445,93445,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,95999,3500,99499,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,28997,132000,160997,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,42850,168500,211350,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,66535,72500,139035,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,250,28500,28750,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,34650,88500,123150,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,348075,550000,898075,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,83526,391400,474926,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,195740,58250,253990,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,33500,116990,150490,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,104120,208304,312424,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,48500,48500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,97408,97500,194908,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,183470,3500,186970,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,97482,11000,108482,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,38165,250,38415,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,50786,17500,68286,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,7249,0,7249,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,56797,14500,71297,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,344425,13000,357425,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,41770,2500,44270,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,51087,0,51087,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,30265,3000,33265,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,138397,16500,154897,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,66516,345924,412440,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,484177,0,484177,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,46600,22000,68600,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,8650,15000,23650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,11100,6000,17100,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,1000,2500,3500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,143952,33500,177452,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,130875,14000,144875,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,63190,6500,69690,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,4800,36000,40800,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,43150,19500,62650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,121500,121500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,23214,89212,112426,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,77560,3500,81060,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,185634,133685,319319,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,71976,104000,175976,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,118979,58500,177479,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,15827,50250,66077,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,66551,132500,199051,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,627616,326500,954116,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,98933,70500,169433,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,144654,20000,164654,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,123869,120500,244369,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,291178,115000,406178,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,252,22000,22252,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,465507,525600,991107,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,979942,4500,984442,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,51324,2000,53324,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,34966,4000,38966,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,90997,35000,125997,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,17910,0,17910,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,43995,56500,100495,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,560136,39500,599636,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,80405,0,80405,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,102101,2500,104601,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,131197,17000,148197,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,136755,23000,159755,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,84725,353250,437975,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,611800,0,611800,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,20925,96500,117425,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,8700,53000,61700,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,84350,203000,287350,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,17350,81500,98850,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,18700,195500,214200,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,64415,96500,160915,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,8485,10000,18485,03/20/2023,2022,ALL_CANDIDATES_SECTORS
